age,genre,region,zone_urbaine,profession_type,profession_detail,revenu_mensuel,anciennete_emploi,montant_credit,duree_credit,historique_credit_mois,defaut_anterieur,mobile_money,garantie,education,situation_matrimoniale,personnes_charge,defaut_paiement
27,F,Kaolack,1,Commerçant,Vêtements,1960066,1,12332199,18,5,0,0,Immobilier,Supérieur,Divorcé(e),3,0
28,F,Saint-Louis,1,Fonctionnaire,Police/Gendarmerie,511699,5,6038728,18,8,0,1,Immobilier,Primaire,Marié(e),0,0
28,F,Diourbel,1,Commerçant,Vêtements,944709,7,15236230,24,20,0,1,Immobilier,Primaire,Marié(e),2,0
45,M,Sédhiou,1,Fonctionnaire,Administration,314005,22,2564236,12,47,1,1,Véhicule,Secondaire,Marié(e),2,0
21,F,Thiès,0,Fonctionnaire,Administration,158967,1,1793118,12,11,0,0,Véhicule,Secondaire,Célibataire,4,0
37,F,Tambacounda,1,Fonctionnaire,Santé,166564,12,1643940,6,9,0,1,Salaire,Primaire,Marié(e),4,0
49,F,Saint-Louis,1,Commerçant,Restauration,409420,26,2234036,18,36,0,0,Caution,Supérieur,Marié(e),2,0
28,M,Dakar,1,Fonctionnaire,Impôts,345886,7,4191672,24,0,0,0,Immobilier,Supérieur,Marié(e),2,0
26,F,Diourbel,1,Commerçant,Bétail/Volaille,1340927,1,25081088,18,8,0,1,Véhicule,Supérieur,Marié(e),3,0
32,F,Kaffrine,0,Commerçant,Bétail/Volaille,562408,7,6071467,12,14,1,1,Véhicule,Primaire,Marié(e),1,1
49,F,Dakar,1,Fonctionnaire,Enseignant,903095,28,13484764,12,22,0,1,Salaire,Primaire,Marié(e),3,0
37,M,Dakar,1,Commerçant,Alimentaire,521268,11,5058059,12,4,0,0,Stock,Secondaire,Marié(e),2,0
28,F,Dakar,1,Fonctionnaire,Administration,825944,6,7232658,6,13,0,1,Salaire,Primaire,Marié(e),5,0
40,F,Fatick,0,Commerçant,Électronique,238672,18,3372472,18,20,0,0,Stock,Primaire,Marié(e),2,0
21,F,Ziguinchor,1,Commerçant,Alimentaire,937937,1,5012206,12,17,0,1,Stock,Secondaire,Marié(e),1,0
43,M,Kaolack,0,Fonctionnaire,Police/Gendarmerie,481054,16,6649778,24,20,0,1,Salaire,Supérieur,Célibataire,3,0
39,F,Diourbel,0,Fonctionnaire,Impôts,519243,17,6550392,48,26,0,1,Caution,Secondaire,Marié(e),1,0
31,M,Louga,0,Commerçant,Commerce général,213059,10,3771892,6,11,0,1,Stock,Secondaire,Marié(e),1,0
24,M,Fatick,1,Fonctionnaire,Santé,443103,3,4570475,36,1,0,1,Immobilier,Secondaire,Marié(e),1,0
24,M,Kaffrine,0,Fonctionnaire,Santé,321923,1,4379754,24,1,0,1,Caution,Secondaire,Célibataire,4,0
41,F,Kaffrine,1,Commerçant,Vêtements,554382,14,7894125,36,46,0,1,Caution,Primaire,Marié(e),4,0
49,M,Tambacounda,1,Fonctionnaire,Police/Gendarmerie,404556,27,3697128,12,27,0,1,Immobilier,Secondaire,Marié(e),4,0
27,M,Diourbel,1,Commerçant,Vêtements,494534,5,9283508,36,34,0,1,Caution,Secondaire,Marié(e),5,0
40,F,Kédougou,1,Commerçant,Commerce général,784185,18,7775159,48,63,0,1,Stock,Primaire,Divorcé(e),2,1
18,F,Matam,1,Commerçant,Vêtements,194721,0,2143928,36,0,0,1,Caution,Secondaire,Célibataire,4,1
27,M,Dakar,1,Commerçant,Artisanat,1702876,5,8602567,24,28,0,1,Stock,Secondaire,Marié(e),1,1
34,F,Dakar,1,Commerçant,Transport,1059350,11,20188946,6,25,0,1,Stock,Supérieur,Marié(e),4,0
24,F,Matam,1,Fonctionnaire,Justice,232024,1,1311546,12,7,0,0,Salaire,Secondaire,Marié(e),1,0
23,M,Thiès,1,Fonctionnaire,Santé,335077,2,1815109,36,60,0,1,Salaire,Secondaire,Marié(e),1,0
26,M,Kédougou,0,Commerçant,Cosmétiques,849139,5,3244987,12,18,0,1,Véhicule,Primaire,Marié(e),2,1
38,M,Saint-Louis,1,Fonctionnaire,Douanes,576585,16,4866558,12,6,0,1,Salaire,Supérieur,Marié(e),3,0
32,M,Dakar,1,Commerçant,Électronique,845540,8,5855416,6,5,1,1,Stock,Supérieur,Marié(e),2,1
18,M,Dakar,1,Fonctionnaire,Impôts,337860,0,4016943,24,0,0,1,Salaire,Secondaire,Célibataire,0,1
18,F,Dakar,1,Commerçant,Cosmétiques,275273,0,2074289,18,0,0,1,Caution,Supérieur,Célibataire,6,1
27,F,Dakar,1,Fonctionnaire,Douanes,163499,6,1904639,48,1,0,1,Immobilier,Secondaire,Célibataire,3,0
40,M,Diourbel,0,Fonctionnaire,Impôts,202920,18,1085933,36,13,0,1,Salaire,Supérieur,Marié(e),3,0
18,M,Kolda,0,Fonctionnaire,Impôts,432543,0,2491270,18,0,0,1,Salaire,Primaire,Marié(e),4,0
29,M,Sédhiou,1,Fonctionnaire,Impôts,362288,8,4591670,24,12,0,1,Salaire,Primaire,Célibataire,4,0
28,M,Saint-Louis,1,Commerçant,Bétail/Volaille,386753,5,3356893,18,39,0,0,Stock,Secondaire,Célibataire,3,0
51,M,Diourbel,1,Fonctionnaire,Administration,602874,21,2617249,6,42,0,1,Véhicule,Primaire,Célibataire,0,0
30,F,Diourbel,0,Commerçant,Alimentaire,356774,4,6887617,36,46,0,0,Stock,Supérieur,Marié(e),2,0
39,F,Kaolack,0,Commerçant,Restauration,1055727,14,5482452,18,21,0,1,Véhicule,Supérieur,Célibataire,4,0
36,M,Diourbel,1,Fonctionnaire,Collectivités locales,300217,12,1441751,18,28,0,1,Salaire,Secondaire,Célibataire,2,0
18,F,Dakar,1,Fonctionnaire,Douanes,635569,0,4640025,6,0,0,1,Salaire,Primaire,Célibataire,3,0
44,M,Dakar,1,Commerçant,Cosmétiques,607523,19,2260840,24,2,0,1,Véhicule,Secondaire,Marié(e),3,0
37,F,Dakar,1,Commerçant,Électronique,349986,14,1680315,12,18,0,1,Stock,Primaire,Célibataire,3,0
41,M,Dakar,1,Commerçant,Bétail/Volaille,849786,19,14646913,12,0,0,1,Véhicule,Supérieur,Marié(e),1,0
65,M,Kolda,0,Commerçant,Cosmétiques,749189,44,3811216,36,15,1,1,Stock,Secondaire,Marié(e),2,0
18,F,Dakar,1,Commerçant,Bétail/Volaille,831276,0,3329827,12,0,0,1,Immobilier,Primaire,Marié(e),5,0
55,M,Louga,1,Commerçant,Transport,1126529,27,20096416,18,2,0,1,Véhicule,Secondaire,Marié(e),2,0
31,F,Matam,1,Commerçant,Cosmétiques,649773,8,6490151,24,49,0,1,Véhicule,Primaire,Marié(e),3,0
38,M,Sédhiou,1,Fonctionnaire,Enseignant,676060,17,3303198,36,24,0,1,Salaire,Primaire,Marié(e),4,0
34,M,Matam,1,Fonctionnaire,Douanes,474619,10,4735847,36,24,0,1,Véhicule,Primaire,Marié(e),1,0
29,M,Thiès,0,Commerçant,Commerce général,521727,7,1433238,36,12,0,0,Immobilier,Supérieur,Marié(e),3,0
28,M,Diourbel,1,Fonctionnaire,Justice,307618,1,2500500,6,12,0,1,Véhicule,Secondaire,Divorcé(e),4,0
38,F,Dakar,1,Fonctionnaire,Douanes,868976,17,8762550,36,8,0,1,Salaire,Secondaire,Marié(e),2,0
18,M,Fatick,1,Commerçant,Électronique,410858,0,7900043,6,0,0,1,Stock,Primaire,Marié(e),1,1
44,F,Louga,0,Commerçant,Alimentaire,301559,20,2375188,12,21,0,1,Caution,Secondaire,Marié(e),6,0
30,F,Kédougou,1,Commerçant,Bétail/Volaille,832692,1,13132318,6,4,0,1,Immobilier,Secondaire,Marié(e),3,0
21,F,Saint-Louis,1,Commerçant,Restauration,248293,1,1089657,36,7,0,0,Caution,Secondaire,Marié(e),1,0
29,M,Ziguinchor,1,Commerçant,Vente tissus,783600,2,7682792,18,16,0,1,Stock,Secondaire,Célibataire,1,0
50,F,Dakar,1,Commerçant,Cosmétiques,1233488,29,7421188,12,11,0,1,Stock,Primaire,Célibataire,5,0
28,M,Dakar,1,Commerçant,Vente tissus,473878,7,5148410,12,41,0,1,Stock,Supérieur,Marié(e),9,0
39,M,Ziguinchor,0,Fonctionnaire,Justice,520165,17,4164847,12,41,0,1,Salaire,Primaire,Marié(e),3,0
26,M,Saint-Louis,1,Commerçant,Vêtements,2134097,3,41905408,24,9,0,0,Stock,Supérieur,Marié(e),2,0
44,M,Sédhiou,1,Fonctionnaire,Douanes,600317,22,8410426,6,14,0,0,Caution,Secondaire,Marié(e),4,0
43,M,Dakar,1,Commerçant,Bétail/Volaille,1124393,22,14032094,18,90,0,1,Stock,Supérieur,Célibataire,3,1
57,F,Kédougou,1,Fonctionnaire,Justice,579430,34,2965590,24,42,0,1,Salaire,Secondaire,Marié(e),4,1
32,M,Diourbel,0,Commerçant,Restauration,739604,9,8893905,24,5,0,1,Immobilier,Supérieur,Marié(e),2,1
43,M,Kaffrine,1,Fonctionnaire,Police/Gendarmerie,345835,20,4324662,36,7,0,1,Immobilier,Primaire,Célibataire,2,0
36,F,Kaffrine,0,Fonctionnaire,Enseignant,369572,15,1277361,12,2,0,0,Immobilier,Primaire,Marié(e),2,0
50,M,Louga,0,Fonctionnaire,Douanes,222868,22,1829379,6,27,0,1,Immobilier,Secondaire,Célibataire,1,0
26,M,Thiès,1,Fonctionnaire,Santé,499277,3,1753342,24,9,0,1,Salaire,Primaire,Célibataire,6,0
43,M,Matam,0,Commerçant,Artisanat,138481,22,885065,36,18,0,1,Caution,Supérieur,Marié(e),3,0
32,F,Dakar,1,Fonctionnaire,Justice,440982,8,1810396,18,35,0,1,Salaire,Secondaire,Marié(e),2,0
34,M,Dakar,1,Commerçant,Vente tissus,939615,12,18125557,36,43,1,0,Stock,Supérieur,Marié(e),2,1
36,M,Saint-Louis,1,Commerçant,Bétail/Volaille,2268090,13,11428714,18,9,0,0,Caution,Secondaire,Marié(e),2,1
38,M,Kaffrine,1,Commerçant,Vente tissus,575767,16,2707181,12,6,0,1,Véhicule,Supérieur,Célibataire,2,1
33,F,Diourbel,0,Commerçant,Électronique,1417797,6,27642773,18,45,0,1,Véhicule,Secondaire,Marié(e),2,0
37,F,Kaffrine,0,Fonctionnaire,Santé,464466,1,4269189,12,11,0,1,Salaire,Primaire,Marié(e),1,0
53,F,Ziguinchor,1,Fonctionnaire,Enseignant,897807,32,10859712,18,41,0,1,Salaire,Primaire,Marié(e),0,0
46,M,Dakar,1,Commerçant,Vêtements,867238,25,6843950,6,3,0,1,Immobilier,Secondaire,Marié(e),4,0
45,M,Matam,0,Fonctionnaire,Santé,474865,24,4461037,12,58,0,1,Salaire,Supérieur,Divorcé(e),3,1
29,M,Dakar,1,Commerçant,Cosmétiques,237721,6,504768,36,15,0,1,Caution,Primaire,Marié(e),2,1
24,M,Louga,1,Commerçant,Alimentaire,944524,3,8839547,6,4,0,1,Stock,Supérieur,Célibataire,3,0
46,M,Thiès,1,Commerçant,Commerce général,240795,20,2887521,12,18,1,1,Caution,Secondaire,Marié(e),3,0
45,M,Diourbel,1,Fonctionnaire,Enseignant,518653,23,4757563,48,48,0,1,Salaire,Supérieur,Marié(e),1,0
52,M,Saint-Louis,1,Commerçant,Transport,638293,29,5939159,18,11,0,1,Véhicule,Supérieur,Célibataire,1,0
27,F,Dakar,1,Commerçant,Vêtements,1564041,5,25309840,18,4,0,1,Stock,Primaire,Marié(e),5,0
32,M,Thiès,0,Commerçant,Vêtements,653293,4,7205517,36,20,0,1,Stock,Supérieur,Marié(e),5,0
18,F,Dakar,1,Commerçant,Électronique,684188,0,9202444,18,0,0,1,Véhicule,Secondaire,Célibataire,3,0
30,M,Dakar,1,Fonctionnaire,Collectivités locales,869344,6,4534023,12,3,0,1,Salaire,Supérieur,Marié(e),3,0
46,M,Dakar,1,Commerçant,Vente tissus,1154911,22,20219028,18,1,0,1,Véhicule,Primaire,Marié(e),1,0
29,M,Diourbel,1,Commerçant,Électronique,884755,5,7547890,24,1,0,1,Stock,Supérieur,Marié(e),1,1
42,M,Fatick,0,Commerçant,Vente tissus,995065,20,10625170,36,6,0,0,Véhicule,Primaire,Marié(e),3,1
32,M,Kaolack,1,Commerçant,Restauration,373159,11,3111961,12,0,0,1,Caution,Secondaire,Célibataire,3,0
38,M,Louga,1,Commerçant,Artisanat,744074,14,13433756,12,13,0,1,Véhicule,Primaire,Marié(e),2,0
21,F,Tambacounda,1,Commerçant,Vente tissus,829480,1,15107586,12,28,0,1,Immobilier,Secondaire,Marié(e),6,0
36,F,Kolda,1,Fonctionnaire,Enseignant,285695,15,1626007,18,29,0,1,Salaire,Supérieur,Célibataire,2,0
18,M,Kolda,1,Commerçant,Artisanat,338085,0,5256837,12,0,0,0,Stock,Primaire,Marié(e),3,1
32,F,Saint-Louis,1,Commerçant,Transport,487204,11,1876662,36,8,0,0,Stock,Supérieur,Marié(e),3,0
18,F,Kolda,1,Commerçant,Commerce général,191956,0,487051,48,0,0,1,Stock,Secondaire,Marié(e),3,0
49,F,Dakar,1,Commerçant,Cosmétiques,709046,24,12095271,24,20,0,1,Stock,Secondaire,Marié(e),1,0
44,F,Kédougou,0,Commerçant,Bétail/Volaille,429215,20,1871895,48,47,0,1,Stock,Primaire,Marié(e),1,0
40,M,Fatick,1,Commerçant,Électronique,267853,18,1281968,12,15,0,1,Stock,Secondaire,Célibataire,3,0
53,M,Dakar,1,Commerçant,Restauration,414076,32,5349277,36,4,0,1,Caution,Primaire,Célibataire,2,0
23,M,Fatick,1,Fonctionnaire,Douanes,400992,1,5133187,24,24,0,1,Salaire,Supérieur,Marié(e),1,0
55,M,Dakar,1,Commerçant,Transport,1353364,33,7325511,12,3,1,1,Caution,Primaire,Célibataire,1,0
46,M,Dakar,1,Fonctionnaire,Impôts,688342,25,3008265,12,79,0,1,Salaire,Secondaire,Célibataire,0,0
32,M,Dakar,1,Commerçant,Bétail/Volaille,557463,9,1890804,18,29,0,1,Stock,Secondaire,Célibataire,1,0
48,F,Fatick,1,Commerçant,Transport,375318,27,918491,24,33,0,1,Stock,Secondaire,Marié(e),0,0
21,F,Ziguinchor,0,Fonctionnaire,Santé,333198,1,1465321,36,27,0,1,Immobilier,Supérieur,Célibataire,1,0
25,F,Kaffrine,1,Commerçant,Alimentaire,206104,4,3909474,24,2,0,1,Stock,Primaire,Marié(e),1,0
27,F,Dakar,1,Commerçant,Bétail/Volaille,2296356,5,8531158,24,15,0,1,Stock,Supérieur,Marié(e),1,0
28,F,Diourbel,0,Fonctionnaire,Justice,530005,7,5390525,12,25,0,0,Salaire,Primaire,Marié(e),1,0
22,M,Kolda,1,Fonctionnaire,Santé,466654,1,6557233,24,6,1,1,Immobilier,Primaire,Célibataire,4,1
49,M,Dakar,1,Fonctionnaire,Justice,828873,26,8731216,24,27,0,1,Salaire,Supérieur,Marié(e),0,0
31,M,Tambacounda,1,Fonctionnaire,Police/Gendarmerie,413793,6,1403978,12,41,0,1,Salaire,Secondaire,Célibataire,2,0
39,F,Dakar,1,Fonctionnaire,Impôts,442986,17,4499393,48,7,0,1,Véhicule,Secondaire,Marié(e),2,0
28,M,Dakar,1,Commerçant,Transport,910371,7,16618982,18,5,0,1,Stock,Primaire,Marié(e),3,0
18,F,Diourbel,1,Commerçant,Transport,270044,0,2107980,24,0,0,1,Stock,Primaire,Célibataire,1,1
38,M,Tambacounda,1,Commerçant,Restauration,988883,1,7560309,18,0,0,1,Immobilier,Secondaire,Divorcé(e),2,1
18,M,Dakar,1,Commerçant,Vente tissus,887976,0,5753680,36,0,0,1,Stock,Secondaire,Marié(e),1,1
34,F,Dakar,1,Commerçant,Vente tissus,809251,11,8982526,6,12,1,1,Stock,Secondaire,Marié(e),1,1
18,M,Dakar,1,Fonctionnaire,Administration,527414,0,3088174,18,0,0,1,Salaire,Secondaire,Marié(e),3,0
58,M,Dakar,1,Commerçant,Électronique,958484,37,14404287,6,139,0,1,Immobilier,Supérieur,Célibataire,2,0
45,M,Dakar,1,Fonctionnaire,Enseignant,998509,21,10722330,12,11,0,1,Salaire,Supérieur,Marié(e),6,0
36,M,Saint-Louis,1,Commerçant,Cosmétiques,93897,14,865159,12,71,0,1,Caution,Primaire,Célibataire,3,0
50,F,Tambacounda,0,Commerçant,Restauration,483627,29,7257302,18,10,0,1,Stock,Supérieur,Marié(e),3,1
24,M,Saint-Louis,0,Commerçant,Bétail/Volaille,203940,3,769452,36,28,1,0,Aucune,Primaire,Marié(e),5,1
41,M,Fatick,0,Commerçant,Cosmétiques,866426,15,13422248,18,4,0,1,Immobilier,Supérieur,Marié(e),3,0
37,M,Ziguinchor,1,Commerçant,Restauration,497735,15,6397063,18,14,0,1,Caution,Primaire,Marié(e),3,0
38,F,Dakar,1,Fonctionnaire,Douanes,527165,17,5567386,36,49,0,0,Véhicule,Supérieur,Marié(e),3,0
50,M,Dakar,1,Commerçant,Bétail/Volaille,653023,29,2066129,24,9,0,1,Immobilier,Secondaire,Marié(e),2,0
43,F,Kédougou,1,Commerçant,Transport,742386,22,9744878,6,2,1,1,Véhicule,Primaire,Célibataire,1,1
38,F,Dakar,1,Fonctionnaire,Justice,444131,11,3965851,12,17,0,1,Salaire,Secondaire,Célibataire,3,0
18,M,Dakar,1,Commerçant,Commerce général,1253287,0,13467226,6,0,0,1,Stock,Primaire,Marié(e),4,1
23,F,Dakar,1,Commerçant,Commerce général,516712,1,4026923,6,6,0,1,Véhicule,Primaire,Marié(e),2,1
33,F,Tambacounda,0,Commerçant,Cosmétiques,1678259,7,3586523,12,56,0,1,Stock,Secondaire,Marié(e),3,0
36,M,Kaolack,0,Commerçant,Vente tissus,918716,10,8826539,24,22,0,1,Véhicule,Supérieur,Célibataire,5,0
21,M,Sédhiou,0,Fonctionnaire,Enseignant,232444,1,1815618,12,10,0,1,Salaire,Supérieur,Célibataire,5,0
63,F,Louga,1,Fonctionnaire,Santé,532341,42,4297942,12,133,0,1,Immobilier,Supérieur,Marié(e),0,0
53,F,Saint-Louis,0,Fonctionnaire,Police/Gendarmerie,759257,30,7853699,12,3,0,1,Véhicule,Supérieur,Marié(e),4,0
42,M,Saint-Louis,1,Commerçant,Artisanat,711819,20,5266258,18,45,0,1,Immobilier,Secondaire,Marié(e),2,0
35,M,Thiès,0,Fonctionnaire,Santé,337816,12,2105472,36,6,0,1,Salaire,Secondaire,Marié(e),4,0
32,F,Dakar,1,Commerçant,Vente tissus,1156253,11,12672605,48,6,0,1,Immobilier,Supérieur,Célibataire,3,0
23,F,Dakar,1,Commerçant,Électronique,1442109,1,18259577,24,16,0,1,Véhicule,Primaire,Célibataire,0,0
35,F,Dakar,1,Commerçant,Alimentaire,582009,14,7107442,18,26,0,1,Stock,Supérieur,Marié(e),1,0
38,M,Dakar,1,Fonctionnaire,Impôts,375276,17,5096135,24,28,0,1,Salaire,Secondaire,Marié(e),1,0
20,F,Dakar,1,Fonctionnaire,Police/Gendarmerie,457645,1,5596874,24,0,0,1,Salaire,Secondaire,Marié(e),1,0
39,M,Thiès,1,Fonctionnaire,Enseignant,609780,18,2211232,18,8,0,1,Salaire,Primaire,Marié(e),2,0
33,M,Sédhiou,1,Fonctionnaire,Enseignant,626146,12,6112252,24,25,0,0,Salaire,Primaire,Marié(e),0,0
18,F,Kaolack,1,Commerçant,Bétail/Volaille,624654,0,5947115,18,0,0,0,Véhicule,Secondaire,Marié(e),1,0
24,F,Sédhiou,1,Commerçant,Artisanat,383148,3,3256345,48,26,0,1,Stock,Secondaire,Marié(e),3,0
30,M,Saint-Louis,1,Fonctionnaire,Administration,562957,9,8159921,6,7,0,1,Salaire,Secondaire,Marié(e),2,1
57,M,Diourbel,1,Fonctionnaire,Administration,650489,36,5517154,18,17,0,0,Salaire,Primaire,Marié(e),1,0
41,F,Thiès,1,Fonctionnaire,Police/Gendarmerie,550449,18,6403493,12,25,0,1,Salaire,Secondaire,Divorcé(e),3,0
18,M,Dakar,1,Commerçant,Artisanat,766751,0,14880770,24,0,0,1,Stock,Secondaire,Marié(e),1,0
40,F,Dakar,1,Fonctionnaire,Impôts,557066,18,2680602,12,18,0,1,Salaire,Secondaire,Célibataire,1,0
18,F,Matam,1,Commerçant,Vêtements,791201,0,2360225,18,0,0,1,Immobilier,Primaire,Célibataire,4,1
47,M,Sédhiou,0,Fonctionnaire,Collectivités locales,320533,26,2167906,24,9,1,1,Immobilier,Secondaire,Divorcé(e),3,0
29,F,Dakar,1,Commerçant,Artisanat,2444405,8,6844326,24,23,1,1,Stock,Primaire,Marié(e),2,1
33,F,Dakar,1,Fonctionnaire,Collectivités locales,461690,6,2031978,18,24,1,0,Véhicule,Primaire,Célibataire,4,0
50,F,Saint-Louis,1,Commerçant,Restauration,1075956,26,21358562,18,85,0,1,Stock,Secondaire,Célibataire,1,0
19,F,Dakar,1,Fonctionnaire,Douanes,449029,1,6520865,24,12,0,1,Immobilier,Secondaire,Célibataire,3,0
18,F,Thiès,1,Commerçant,Cosmétiques,1030321,0,14881202,24,0,1,1,Stock,Secondaire,Célibataire,2,0
27,M,Dakar,1,Commerçant,Artisanat,207740,3,3231139,36,4,1,1,Caution,Secondaire,Divorcé(e),1,1
47,M,Diourbel,0,Commerçant,Électronique,1356066,26,6141429,24,19,0,1,Immobilier,Secondaire,Marié(e),1,0
18,F,Thiès,0,Fonctionnaire,Justice,371943,0,3772553,6,0,0,0,Salaire,Primaire,Marié(e),3,0
18,M,Thiès,0,Commerçant,Électronique,334694,0,1599646,24,0,1,1,Aucune,Primaire,Marié(e),3,1
29,M,Dakar,1,Commerçant,Transport,439293,1,3870589,6,4,1,1,Caution,Primaire,Marié(e),0,1
41,F,Saint-Louis,1,Fonctionnaire,Police/Gendarmerie,364453,20,2603703,12,24,0,1,Salaire,Supérieur,Divorcé(e),2,0
49,F,Sédhiou,1,Fonctionnaire,Justice,460834,28,4777708,18,20,0,1,Salaire,Primaire,Marié(e),3,0
29,M,Thiès,1,Commerçant,Électronique,903189,5,3101980,36,38,0,1,Véhicule,Supérieur,Célibataire,3,0
30,F,Kédougou,0,Commerçant,Commerce général,1606408,9,6204457,12,14,0,1,Stock,Supérieur,Divorcé(e),3,0
48,F,Kaffrine,0,Commerçant,Bétail/Volaille,462449,27,6002021,24,15,0,0,Stock,Secondaire,Marié(e),3,1
18,M,Matam,0,Fonctionnaire,Enseignant,252425,0,2684138,12,0,0,1,Immobilier,Secondaire,Marié(e),2,0
30,F,Fatick,1,Fonctionnaire,Police/Gendarmerie,397862,9,2816301,36,32,0,1,Salaire,Secondaire,Marié(e),2,0
37,M,Tambacounda,1,Fonctionnaire,Administration,126375,9,601855,18,0,0,1,Salaire,Primaire,Divorcé(e),1,0
40,M,Kédougou,1,Commerçant,Alimentaire,1262761,18,22665850,24,13,0,1,Immobilier,Primaire,Célibataire,2,0
28,M,Dakar,1,Fonctionnaire,Enseignant,651397,1,2368079,24,5,0,1,Salaire,Secondaire,Célibataire,3,0
35,M,Diourbel,0,Commerçant,Transport,498294,13,7430938,12,35,0,1,Stock,Supérieur,Marié(e),3,0
18,M,Sédhiou,1,Commerçant,Bétail/Volaille,511557,0,2312649,36,0,0,1,Véhicule,Secondaire,Marié(e),4,1
27,F,Fatick,0,Fonctionnaire,Justice,317204,5,3377742,24,29,0,1,Salaire,Supérieur,Marié(e),3,0
40,F,Sédhiou,1,Commerçant,Restauration,113797,16,1586990,18,3,0,1,Caution,Supérieur,Marié(e),2,1
23,M,Fatick,0,Commerçant,Électronique,169217,1,2788133,18,26,0,0,Caution,Secondaire,Marié(e),0,1
35,F,Kédougou,0,Fonctionnaire,Administration,411838,14,3187750,36,28,0,1,Salaire,Secondaire,Célibataire,2,0
40,M,Kolda,1,Commerçant,Électronique,738081,19,1765738,6,0,0,1,Véhicule,Supérieur,Marié(e),2,0
30,M,Fatick,0,Commerçant,Vêtements,379034,9,6291543,12,9,0,1,Stock,Primaire,Marié(e),2,1
37,F,Diourbel,1,Fonctionnaire,Police/Gendarmerie,231371,15,1927046,36,2,0,1,Salaire,Primaire,Marié(e),1,0
23,M,Matam,1,Fonctionnaire,Douanes,310338,1,4085623,6,27,0,1,Salaire,Primaire,Célibataire,0,0
32,M,Kaffrine,1,Fonctionnaire,Impôts,418862,11,5156953,24,5,0,1,Salaire,Secondaire,Marié(e),2,0
42,F,Kaffrine,1,Commerçant,Électronique,558822,20,6130010,18,7,0,1,Stock,Supérieur,Marié(e),3,0
36,M,Kolda,1,Commerçant,Électronique,334158,8,6679547,12,1,0,0,Caution,Secondaire,Marié(e),2,0
27,F,Thiès,0,Commerçant,Vente tissus,594611,3,6134810,24,15,0,1,Stock,Secondaire,Célibataire,6,0
37,M,Dakar,1,Fonctionnaire,Justice,591083,9,6713553,36,0,0,0,Véhicule,Secondaire,Marié(e),2,0
43,M,Matam,1,Commerçant,Restauration,232354,15,3266076,18,44,0,1,Caution,Secondaire,Marié(e),3,1
18,M,Kaolack,0,Fonctionnaire,Impôts,214416,0,1976229,6,0,0,1,Salaire,Supérieur,Marié(e),2,0
48,M,Thiès,1,Commerçant,Vente tissus,272532,18,3416544,12,1,1,1,Caution,Secondaire,Marié(e),5,1
30,M,Dakar,1,Commerçant,Cosmétiques,2801066,9,45867337,48,24,0,1,Véhicule,Secondaire,Divorcé(e),1,0
40,M,Kaffrine,1,Fonctionnaire,Impôts,411862,12,4060695,6,59,0,1,Véhicule,Primaire,Marié(e),3,0
49,F,Kaffrine,1,Fonctionnaire,Douanes,421304,26,3539703,12,53,0,1,Immobilier,Secondaire,Marié(e),6,0
18,F,Kaffrine,1,Fonctionnaire,Police/Gendarmerie,550129,0,6021156,48,0,0,1,Immobilier,Supérieur,Marié(e),1,0
26,M,Tambacounda,1,Fonctionnaire,Administration,351961,2,1205856,36,8,1,0,Salaire,Secondaire,Marié(e),4,0
31,M,Thiès,1,Fonctionnaire,Administration,135237,4,582915,24,17,1,1,Salaire,Secondaire,Marié(e),4,0
25,M,Thiès,1,Fonctionnaire,Enseignant,400952,2,1806335,12,0,0,1,Immobilier,Secondaire,Marié(e),2,0
55,F,Dakar,1,Fonctionnaire,Administration,769531,33,6240289,12,18,0,1,Salaire,Secondaire,Célibataire,0,0
24,F,Kaffrine,1,Fonctionnaire,Administration,375229,3,5051071,12,14,0,0,Véhicule,Secondaire,Marié(e),1,0
28,M,Dakar,1,Fonctionnaire,Santé,708690,3,7596827,24,21,0,0,Véhicule,Secondaire,Célibataire,1,0
37,F,Tambacounda,1,Commerçant,Artisanat,712177,16,13892531,12,60,0,1,Stock,Supérieur,Marié(e),3,0
20,M,Diourbel,1,Commerçant,Transport,458677,1,1247114,6,7,0,1,Stock,Secondaire,Divorcé(e),1,1
30,M,Diourbel,1,Commerçant,Artisanat,949049,7,14232059,12,24,0,1,Stock,Primaire,Marié(e),2,1
38,M,Matam,1,Commerçant,Bétail/Volaille,316085,16,2419829,36,13,1,1,Caution,Supérieur,Marié(e),7,1
31,M,Dakar,1,Commerçant,Alimentaire,551218,8,1333472,24,13,1,1,Stock,Primaire,Célibataire,6,1
33,M,Fatick,0,Commerçant,Commerce général,1108426,8,18695467,24,25,1,1,Stock,Supérieur,Célibataire,1,0
28,M,Dakar,1,Fonctionnaire,Administration,484075,1,2397295,6,72,0,1,Salaire,Supérieur,Marié(e),1,0
18,F,Dakar,1,Fonctionnaire,Enseignant,463262,0,2579859,36,0,0,1,Salaire,Secondaire,Marié(e),4,0
38,M,Saint-Louis,1,Commerçant,Alimentaire,1222324,9,9935520,18,24,1,0,Immobilier,Secondaire,Marié(e),0,1
56,M,Dakar,1,Commerçant,Électronique,179108,26,2899835,18,14,0,1,Caution,Primaire,Marié(e),4,0
35,M,Fatick,1,Fonctionnaire,Santé,571312,9,5995969,36,13,0,1,Salaire,Primaire,Célibataire,1,0
